Frequency_MHz,Mean,Std_Dev,Min,Max
740.0,1944.4075132904889,308.4996957202683,1279.9453113316988,2803.111485474668
750.0,1447.5898127294317,504.83206522760497,569.5691353997335,2420.9471287081014
760.0,1590.1350638472695,764.5444125251586,306.5697310564107,2896.309375740099
770.0,1746.567653640188,800.9095275109472,270.29243422633937,2896.309375740099
780.0,1933.271033044475,686.2843381508487,274.5214017157861,2895.6023552967354
790.0,1744.9000596409023,676.178335844306,248.04031930313263,2749.8234488781277
800.0,1861.5147436648817,456.94395621155763,991.1533685560476,2597.6735745662886
810.0,1585.5317019506133,497.28408592030365,752.5968376229068,2423.3072442428756
820.0,1829.5672558935528,424.3025054865154,941.805181552958,2896.309375740099
830.0,1639.9552474242075,726.0889934751848,603.2984336130834,2896.309375740099
840.0,1568.3596400056856,895.4454308338595,334.5205524328812,2896.309375740099
850.0,1585.306214268731,703.6698991721502,300.1283058959951,2615.3403220231203
860.0,1646.8703554868691,783.287656112717,304.29097916303726,2896.309375740099
870.0,1531.7379855223367,625.103978317187,295.357410606201,2263.5370551417973
880.0,1627.507020169817,615.4259494837402,294.96609974707263,2252.1707306507647
890.0,1779.377913726296,530.5866188880515,316.62280397975127,2895.6023552967354
900.0,1764.843970423231,376.03680678992725,1033.0851852582148,2296.0071863999033
910.0,1819.8865115892268,474.09189503259324,614.1693577507755,2433.289953951234
920.0,1763.9037754236508,622.4418615792091,451.75767840735153,2653.3512771587557
930.0,1724.1688257067424,697.8434641529816,632.0482576512651,2807.2591615310475
940.0,1408.697710729815,650.7193248894473,325.8005524857194,2400.980632991445
950.0,1773.009943494275,700.8779781605563,306.23520372419625,2896.309375740099
960.0,1881.5017110120052,461.72341445815545,1020.7296409921679,2567.023568259551
970.0,1752.2018114798193,599.019208245311,320.7553584899245,2553.4151640499044
980.0,1619.6190483109665,698.7790053717121,317.4933070160692,2895.6023552967354
990.0,1864.9520955508467,536.2799654103304,758.3271062015389,2895.6023552967354
1000.0,1998.5442514041113,480.3203464143292,1111.0364530473335,2895.6023552967354
1010.0,1713.6025792997427,352.67191583293015,967.0946179149173,2336.122642328523
1020.0,1982.6000913010482,460.1670544194518,962.2109955721769,2896.309375740099
